'bout,1
'cause,0
'course,1
'cuse,1
'em,0
'frisco,10
'gain,1
'kay,1
'm,0
'n,0
'round,1
'til,1
'tis,1
'twas,1
a(0),0
a(1),1
a's,1
a.,1
a.'s,1
a.s,1
a42128,111111
aaa,201
aaberg,10
aachen,10
aachener,100
aaker,10
aalseth,10
aamodt,10
aancor,12
aardema,10
aardvark,12
aaron,10
aaron's,10
aarons,10
aaronson(0),100
aaronson(1),100
aaronson's(0),100
aaronson's(1),100
aarti,12
aase,1
aasen,10
ab(0),1
ab(1),11
ababa(0),10
ababa(1),100
abacha,100
aback,1
abaco,102
abacus,100
abad,1
abadaka,100
abadi,10
abadie,10
abair,1
abalkin,10
abalone,2010
abalos,10
abandon,10
abandoned,10
abandoning,100
abandonment,100
abandonments,100
abandons,10
abanto,10
abarca,10
abare,10
abascal,100
abash,1
abashed,1
abasia,10
abate,1
abated,10
abatement,10
abatements,10
abates,1
abating,10
abba,10
abbado,10
abbas,1
abbasi,10
abbate,10
abbatiello,10
abbe(0),10
abbe(1),1
abbenhaus,102
abbett,1
abbeville,10
abbey,10
abbey's,10
abbie,10
abbitt,10
abbot,10
abbotstown,101
abbott,10
abbott's,10
abbottstown,101
abboud(0),1
abboud(1),1
abbreviate,102
abbreviated(0),1020
abbreviated(1),1020
abbreviates,102
abbreviating,1020
abbreviation,2010
abbreviations,2010
abbruzzese,10
abbs,1
abby,10
abco,10
abcotek,102
abdalla,210
abdallah,210
abdel,12
abdella,210
abdicate,102
abdicated,1020
abdicates,102
abdicating,1020
abdication,2010
abdnor,10
abdo,10
abdollah,210
abdomen(0),10
abdomen(1),100
abdominal(0),100
abdominal(1),100
abduct,1
abducted(0),10
abducted(1),10
abductee,21
abductees,21
abducting(0),10
abducting(1),10
abduction(0),10
abduction(1),10
abductions(0),10
abductions(1),10
abductor(0),10
abductor(1),10
abductors(0),10
abductors(1),10
abducts,1
abdul,1
abdulaziz,201
abdulla,10
abdullah,210
abe,1
abed,1
abedi,10
abee,1
abel,10
abela,10
abelard,100
abele,1
abeles(0),1
abeles(1),102
abell,10
abella,10
abeln,10
abelow,100
abels,10
abelson,100
abend(0),10
abend(1),1
abendroth,100
aber,10
abercrombie,2010
aberdeen,102
aberford,100
aberg,10
aberle(0),100
aberle(1),10
abermin,100
abernathy,1020
abernethy,1020
aberrant,10
aberration,2010
aberrational,20100
aberrations,2010
abert,10
abet,1
abetted,10
abetting,10
abex,10
abeyance,10
abeyta,10
abhor,1
abhorred,1
abhorrence,10
abhorrent,10
abhors,1
abiam,100
abiam's,100
abid,10
abide,1
abided,10
abides,1
abiding,10
abidjan,1
abie,10
abigail,102
abila,10
abilene,102
abilities,100
ability,100
abimael,1
abimaels,1
abingdon,100
abington,100
abio,100
abiola,2010
abiola's,2010
abiomed,100
abiquiu,10
abitibi,2010
abitz,10
abject,10
abkhazia(0),10
abkhazia(1),10
abkhazian(0),100
abkhazian(1),100
abkhazian(2),10
abkhazian(3),10
abkhazians(0),100
abkhazians(1),100
ablaze,1
able,10
able-bodied,1010
abled,10
abler(0),100
abler(1),10
ables,10
ablest(0),10
ablest(1),10
abloom,1
ably,10
abner,10
abney,10
abnormal,10
abnormalities,20100
abnormality,20100
abnormally,100
abo,10
abo's,10
aboard,1
abode,1
abohalima,10
abolish,10
abolished,10
abolishes,100
abolishing,100
abolition,2010
abolitionism,201020
abolitionist,20100
abolitionists(0),20100
abolitionists(1),20100
abominable,1000
abomination,2010
abood,1
aboodi,10
abor,1
aboriginal,20100
aborigine,20100
aborigines,20100
aborn,1
abort,1
aborted,10
abortifacient,2010
abortifacients,2010
aborting,10
abortion,10
abortionist,100
abortionists(0),100
abortionists(1),100
abortions,10
abortive,10
aborts,1
abott,1
abou,1
aboud,1
abouhalima,20010
abouhalima's,20010
abound,1
abounded,10
abounding,10
abounds,1
about,1
about's,1
above,1
above's,1
aboveboard,12
abplanalp,100
abra,10
abracadabra,20010
abraham,102
abrahamian,20100
abrahams,102
abrahamsen,10
abrahamson,100
abram,1
abram's,10
abramczyk,100
abramo,10
abramovitz,100
abramowicz,100
abramowitz,100
abrams,10
abrams's,100
abramson,100
abrasion,10
abrasions,10
abrasive,10
abrasives,10
abraxa,10
abraxa's,10
abraxas,10
abreast,1
abrego,10
abreu,1
abridge,1
abridged,1
abridgement,10
abridges,10
abridging,10
abril,1
abroad,1
abrogate,102
abrogated,1020
abrogating,1020
abrogation,2010
abrol,1
abron,1
abrupt,1
abruptly,10
abruptness,10
abrutyn,100
abruzzese,10
abruzzo,10
abs(0),111
abs(1),1
absalom,100
absaraka,100
abscam,10
abscess,12
abscond,1
absconded,10
absconding,10
absconds,1
absecon,100
absence,10
absences,100
absent,10
absentee,201
absenteeism,20100
absentees,201
absentia,10
absher,10
abshier,100
abshire,12
absinthe,10
abso,10
absolom,100
absolut,201
absolut's,201
absolute,102
absolutely,2010
absoluteness,1020
absolutes,102
absolution,2010
absolutism,10220
absolutist,10
absolve(0),1
absolve(1),1
absolved(0),1
absolved(1),1
absolves(0),1
absolves(1),1
absolving(0),10
absolving(1),10
absorb,1
absorbed,1
absorbency,100
absorbent,10
absorber,10
absorbers,10
absorbing,10
absorbs,1
absorption(0),10
absorption(1),10
abstain(0),1
abstain(1),1
abstained(0),1
abstained(1),1
abstaining(0),10
abstaining(1),10
abstention(0),10
abstention(1),10
abstentions(0),10
abstentions(1),10
abstinence,100
abstinent,100
abston,10
abstract(0),1
abstract(1),12
abstracted,120
abstraction,10
abstractions,10
abstracts,10
abstruse,1
absurd,1
absurdist,10
absurdities,100
absurdity,100
absurdly,10
abt(0),1
abt(1),111
abts(0),1
abts(1),111
abts(2),1111
abu,10
abudrahm,10
abuellah,10
abuellah's,10
abuladze,2010
abundance,10
abundant,10
abundantly,100
aburto,12
aburto's,12
abuse(0),1
abuse(1),1
abused,1
abuser,10
abusers,10
abuses(0),10
abuses(1),10
abusing,10
abusive,10
abut,1
abuts,1
abutted,10
abutting,10
abuzz,1
abysmal,10
abysmally,100
abyss,1
abyssinia,120
abyssinian,120
abzug(0),12
abzug(1),12
ac,11
aca,10
acacia,10
academe,102
academia,20100
academic,2010
academically,20100
academician,20010
academicians(0),20010
academicians(1),2010
academics,2010
academies,100
academy,100
academy's,100
acadia,100
acampo,10
acampora,100
acampsia,10
acantha,10
acapulco,2010
acary,100
accardi,10
accardo,10
accede,1
acceded,10
accedes,1
acceding,10
accel,1
accelerant,100
accelerants,100
accelerate,102
accelerated,1020
accelerates,102
accelerating,1020
acceleration,22010
accelerator,1020
accelerators,1020
accelerometer,20100
accelerometers,20100
accent(0),1
accent(1),12
accented,100
accenting,100
accents,10
accentuate,100
accentuated,1020
accentuates,100
accentuating,1020
accept(0),1
accept(1),1
acceptability,20100
acceptable(0),100
acceptable(1),100
acceptably(0),100
acceptably(1),100
acceptance(0),10
acceptance(1),10
acceptances,100
accepted(0),10
accepted(1),10
accepting(0),10
accepting(1),10
accepts,1
access,12
accessed,12
accessibility,200100
accessible,100
accessing,120
accession,10
accessories,100
accessorize,102
accessorized,102
accessory,100
accetta,10
accident,100
accident's,100
accidental(0),2010
accidental(1),2010
accidentally(0),20100
accidentally(1),20100
accidently,1000
accidents,100
accion,100
accival,102
acclaim,1
acclaim's,1
acclaimed,1
acclaiming,10
acclaims,1
acclamation,2010
acclimate,102
acclimated,1020
acclimation,2010
acco,10
accokeek,100
accola,10
accolade,102
accolades,102
accomando,10
accommodate,102
accommodated,1020
accommodates,102
accommodating,1020
accommodation,2010
accommodations,2010
accommodative,1020
accompanied,100
accompanies,100
accompaniment(0),100
accompaniment(1),100
accompaniments(0),100
accompaniments(1),100
accompanist,100
accompany,100
accompanying,1000
accompli(0),210
accompli(1),10
accomplice,10
accomplices,100
accomplish,10
accomplished,10
accomplishes,100
accomplishing,100
accomplishment,100
accomplishments,100
accor,12
accor's,10
accord,1
accord's,1
accordance,10
accorded,10
according,10
accordingly,100
accordion,100
accordions,100
accords,1
accost,1
accosted,10
accosting,10
account,1
account's,1
accountability(0),10000
accountability(1),10000
accountable(0),100
accountable(1),100
accountancy,100
accountant,10
accountant's,10
accountants,10
accountants',10
accounted(0),10
accounted(1),10
accountemp,12
accountemps,12
accounting(0),10
accounting(1),10
accounts,1
accouterment,100
accouterments,100
accoutrement,100
accoutrements,100
accredit,20
accreditation,2010
accreditations,2010
accredited,100
accrediting,100
accreted,10
accretion,10
accrual,10
accruals,10
accrue,1
accrued,1
accrues,1
accruing,10
accu,10
accuhealth,102
accumulate,102
accumulated,1020
accumulates,102
accumulating,1020
accumulation,2010
accumulations,2010
accumulative,1020
accumulatively(0),10200
accumulatively(1),10000
accumulator,1020
accumulators,1020
accuracies,1000
accuracy,1000
accurate,100
accurately,1000
accuray,102
accuray's,102
accuride,102
accurso,10
accusation(0),2010
accusation(1),2010
accusations(0),2010
accusations(1),2010
accusative,100
accusatory,1020
accuse,1
accused,1
accuser,10
accusers,10
accuses,10
accusing,10
accusingly,100
accustom,10
accustomed,10
accutane,102
ace,1
acecomm,10
aced,1
acer,10
acerbic,10
acero(0),10
acero(1),10
acero(2),10
acerra,10
aces,10
acetaminophen,20100
acetate,102
acetic(0),10
acetic(1),10
aceto,10
acetochlor,102
acetone,102
acetosyringone,20100
acetylcholine(0),2010
acetylcholine(1),2010
acetylene,102
acevedo,10
aceves,10
acey,10
achaean,10
achatz,10
ache,1
achebe,10
ached,1
achee,1
achenbach,100
achenbaum,102
aches,1
acheson,100
acheson's,100
achesons,100
achey,10
achieva,10
