,differentiated(1)^differentiated(1)
,anthropological^anthropological
,undercapitalized^undercapitalized
,transillumination^transillumination
epidemiologist^ethnomusicologist,paleontologist^paleontologist^sovietologist^microbiologist^meteorologist
,interrogatories^interrogatories
,materiality^materiality^collegiality^impartiality
,rehabilitations^rehabilitations^rehabilitations(1)
,counterinsurgencies(1)^counterinsurgencies(1)^counterinsurgencies
,enthusiastically^enthusiastically
,hypoglycemia^hypoglycemia
micropaleontology^electrobiology^anesthesiology^epidemiology,microbiology^microbiology^microbiology(1)^endocrinology^dendrochronology^astrogeology^meteorology^infotechnology^geomorphology^epistemology^intertechnology^polytechnology^kinesiology^bacteriology^biotechnology^paleontology
,reinvigorating^reinvigorating^deteriorating^reincorporating
,sensationalistic^sensationalistic
,ovoviviparous^ovoviviparous
denationalization^denationalization^internationalization^internationalization(1)^renationalization^institutionalization,rationalization
denationalization^recapitalization^internationalization^internationalization(1)^renationalization^industrialization^institutionalization,commercialization^commercialization^decentralization^rationalization^liberalization^generalization^capitalization^cannibalization^conceptualization^radicalization^monopolization^demoralization
indestructibility^maneuverability^unprofitability^invulnerability^inevitability^unavailability^unpredictability^unreliability^incompatibility,survivability^survivability^respectability^convertibility^enforceability^eligibility^favorability^marketability^deniability^invincibility^comparability^vulnerability^inflexibility^predictability^infallibility^availability(1)^permeability^maneuverability(1)^unbreakability^transferability^impossibility^dependability^accessibility^variability^advisability^sustainability^collectibility^profitability^desirability^believability
,ultranationalist^ultranationalist
,renegotiations^renegotiations^reconciliations
,disproportionately^disproportionately
epidemiologists,meteorologist's^meteorologist's^paleontologists^microbiologists^meteorologists^sovietologists
,irreconcilable^irreconcilable
epidemiological^meteorological^biotechnological,gynecological^gynecological^radiological^archaeological^pharmacological^sociological^archeological^dermatological^eschatological^physiological^immunological^methodological^ideological^toxicological
,individualist^individualist
,biodiversity^biodiversity
septuagenarian,authoritarian^authoritarian^majoritarian^disciplinarian^egalitarian^octogenarian^parliamentarian^totalitarian^humanitarian(1)^veterinarian(1)^utilitarian^humanitarian
constitutionality^individuality^heterosexuality,eventuality(1)^materiality^eventuality(1)^sentimentality(1)^eventuality^conditionality^sentimentality^originality^collegiality^impartiality^instrumentality^proportionality
cardiopulmonary^interdisciplinary^counterrevolutionary(1)^counterrevolutionary,disinflationary^disinflationary^evolutionary^evolutionary(3)^revolutionary^extraordinary^expeditionary^evolutionary(2)^noninflationary^evolutionary(1)
,unimaginable^unimaginable
nondiscriminatory,hallucinatory^hallucinatory^discriminatory
electromagnetism^electromagnetism,ferromagnetism
,unverifiable^unverifiable^unjustifiable
,nondiscrimination^nondiscrimination
,superfluidity^superfluidity
,environmentalists^environmentalists^environmentalists'
ritualistically^mineralogically,electronically^electronically^diametrically^geographically^optimistically^sympathetically^theoretically^journalistically^therapeutically^philosophically^periodically^parenthetically^mathematically^scientifically^technologically
oversensitivity,retroactivity^retroactivity^hyperactivity^interactivity(1)^interactivity
socioeconomic,microeconomic^microeconomic^macroeconomic^macroeconomic(1)
,vnesheconombank^vnesheconombank
,ultranationalists^ultranationalists^ultranationalist's
,aol(1)^aol(1)
,destabilization^destabilization
misidentification^oversimplification^misidentification(1),detoxification^detoxification
,environmentalist^environmentalist
,beneficiary's^beneficiary's^beneficiaries
,finanziario^finanziario
,coincidentally^coincidentally^environmentally^developmentally(1)^experimentally
,bioengineering^bioengineering
,coarticulated^coarticulated^discombobulated
,internationale(1)^internationale(1)^internationale^meridionale
,demilitarizing^demilitarizing^mischaracterizing
,differentiation(1)^differentiation(1)^renegotiation^misappropriation^reaffiliation^differentiation^reconciliation
,undervaluation^undervaluation^reevaluation^self-perpetuation^discontinuation^overvaluation
,underestimated^underestimated^overestimated
,retrocessionary^retrocessionary
,disassociated^disassociated^disassociated(1)
,imaginatively^imaginatively^accumulatively(1)
,geopolitically^geopolitically
,irregularity^irregularity
,impersonality^impersonality^dimensionality^irrationality
undifferentiated,unsubstantiated^unsubstantiated^unappreciated^unaffiliated^renegotiated^uninitiated^differentiated^misappropriated^uninitiated(1)
,agriculturally^agriculturally^unilaterally^multilaterally^multilaterally(1)^architecturally^contradictorily
,identification(1)^identification(1)^recertification^identification^diversification(1)^reunification^intensification^disqualification^saponification^reclassification^decertification^diversification^acidification^personification
,overpopulated^overpopulated
,experimentalist(1)^experimentalist(1)
,ornithological^ornithological^teleological
,cardiovascular^cardiovascular
,generalissimo^generalissimo
,diversifications^diversifications^diversifications(1)
,counterintelligence(1)^counterintelligence(1)^counterintelligence
,hospitalizations^hospitalizations
